hashed_email_address,campaign_06/15/2020
3fd68db95605cef8ba7997ba643074d3,
7652d7862551cd1365be9f77ef87abdf,
8b53c05a29fdda62a0c577c808677dd4,
fa5dfdf00a10838335d2e672d4bb1905,
16749ff8824d464dcbbc964bea3fbd4b,
8de99aa5f56a49808265496235efd7c8,
06580c26a4c3267553a95a1945d77df9,
59172b1be2fd2728e4895d5dbe6fec96,B
886fcec11ccd6eb97b631f4fa892d668,
8fd32d9c53f287853896635a519f7196,
7e5b428a03a22ac60a2e5e881f756260,
e1e09e12a74aae924e517e4c21ee5ead,
57f2085ecbe3b2553bbee32480d36a5d,B
3c7d1aedec3c83b59c4e9a3ef92e15a3,A
21156293fecbf34ee8598f821e40f776,B
c4b64b416f82681b11a2debe608e7ee2,
fd5f9a9ba8788f09707cb5ce9093667c,
daa2091efaf4045fa5906ba35f0ebae2,A
7370d1270736eb4ff3188c6fe9f3714a,
ae538c60bbd9aabc3d338f1c3f2dc6af,
2ab24d319caad93ca354e6bd467d1fbf,
3cb932b914ad0e6fbe6a2ae37487e969,
1e8e9357dcb2beb3cb3da4398c933710,
1c4f81e05da077e481f38d7ce7759c6f,
78e57a6002db39e9328722295fa358f1,
facc7ce138f4639f38f998d2720b8cc6,
cc96b7b486dce2871b5e61cf55d98701,
5ad31c0713024961fb0d9214cc9e7265,
8204de4713305a3ee87306dd7d463348,B
43d665c2117c42f5989e8cada671fb3b,
daf6328bc0ffac980bb761f896b69984,
07e7c2361b3cecadec3c2be42e5d7ef0,
8fbaf625f5dd6d0a8c39ecc8afa8c7fd,
899a9729ab37ee2e61a3c340615ebd75,
0d4584de12c2b94a2a575541b24e1ac3,
d3bd74c0108d569d7ebf4c2b57eb88d8,
92a64e531203da1ef12a62da7c1a8835,A
9173b94e48b0d8d1787c9a283ff46b3b,
1c4fa0ad65f6c63c91828c2dd6dfe002,
70afd7ec5fe21cca99c14a89b7f3c064,
bdbd708b8a3339811a0d39ab15556650,
cd43efb27a3dfe96c89cae6325b7c35c,
56a4954a4219008301453e5e0f9edeaf,
eb3bbabf70ce562c6ce7e26defd97ef7,
7a398f7aa7d4888f7891d1ce50dc1ab5,A
69d55df23fcbdb3546837ce5cc25f0f6,B
2c5156bc03681c45e02d6654be6d3e37,A
79c300dcc690e75931d61ef40e4fb200,C
df0178a44659f43b4d85f239960de54a,
1041f255329f8b0c4ad2dfcc6db5583f,A
b7c7881bf33b59db3e16719b815055a8,
9abe258b625c1e0e4f67a41aa962b517,
e1e1dc8c2a928f0382136c46e3c593c7,
4cfaec1a241b95ef1c69c26f22de40c5,
c3a903ea157c9ed4c8316b20af2ad621,
feb36584ddb1d6e6053fd61c307c737d,
5e99fcbc82ba0cfafb10c0d8c5dfea0f,
7c0afbdd7df91e32b8fad4257f4d5411,
3d86358f1da7ceedf436982d8454e381,
3f5e22dcdc5f52ba74f525d758ecdd36,
e885eaf68f9bf2b62a822ec7cdd984e3,
ca8241f3f6c69e1718a003abdb69afa9,
bab0310ebc19cc29f704fb0759691f67,
f4a52cf169a3b387ccc1cdcb67e0a5e1,
8af6bec41036316a52edf021dc483095,
76afb604a59c646a94dd66657a66c728,
b7d8b312c1e62da2e4c3afb66946e228,
7b0b3d544778db8401b7a68c87d8c0a8,
375d9a0e5da465ff25392b53dbf6d7f9,
3fe260c81fd4751e444f87d8eb6a2a60,
58d5372ee275ff55664436916a9c48cf,
d9e0a6f0c9a29ab8851554e752224c3c,
ea88985d79a33f78f50ab3c251bcee1f,
3d6883640bf9b489797f82c5584865ca,
beabd3a01a1b3f3a1aee64240bc3c28c,
2dfb48e223cbaccbbea394767d2c5785,
fda1c83058fb4996aea9bb832b204a12,B
b0fc047429928c18e23cc83c0dda1684,A
4ca91f9546164e3c9f436cf3de889515,
d50b3860fdf1ddbb5dc5f73824692ff8,B
a0e9999c352106c5d21e22dcce852bdc,
d58c43346573f0189d319218d30cd24b,A
194375eb18f377134aed309c06554017,
2670ebf10b961a5fb69f36d6e910ce8b,
291f6a0999b22bb3e152fa64a2a7cd81,
f445aa8e8a64292c126050128c2c6ed1,
02e0348f4b1490735f3b314b16a541de,B
6999ea4e1906bb9a7180dbff6684b881,
9004c270783cc0099fa949c5f73528e2,
dda9a3f3530ca120775c269d8893bd9e,
5914f0592def77125c734f3c3064ccc1,
5574093342f33a9c80ffda34d9cdfd40,
ed645f41ad7da1b2f8750cbdb2a0bf12,
d039c348388e0ae58b21201ffb3a0392,
c851f8bdc5fa47cb05c7f0909e184782,
4dbdd433ca417ebf34f815113207762b,B
c31203052ec746fb05cf3069d7b74bb2,
d35188407fea28ce2f94364b26372bf5,
0ccd9396952a6e63f534aaad06100e23,
b12650959ca8e60a7fff5b07cbfbba0a,
b267a432b7c7702fa3fc3d8afdc7d7ce,
3d4f283b0135562f1f0dcf32b43c7d0a,
6500d546b4551eeb7465a1e752992c79,
02eb19698aae7e7f0815db204452d28f,
6f294fb4b9392aee98bbe4553ed3504b,
4f55a2da0e736f0c321d285d2cf9448f,
4a301ae1d272d26759e82b5a7488ba78,
51f2d49ecbb03bd80292eece59c43564,
82c4d6df621ed6d78700ffeffc19af43,
6088ff72df4ffe5218b3aa4613647db8,
c94a1873d2ed50aea963000219255532,
c19da10ace152135e34e828099e22462,
b94ff84f3d6176fedc948b004debbe6b,
4be5664b82b15e2a59848fe858fd2949,
5c97829646dbff83ec5c797dfe8e4482,
fd4f005bf502cac71f9614d074a80b1f,
7f8a3735f43def751da982dcdc388133,
cc98799a269065476231dc97ceca6fdd,
76fdd01f0686bf58290a0f71a4bd7ce4,
85aa2ef34d4153a72f5c885429f0afc2,
de94e6b5d3858f5b10f0d8adeaf0f8b1,
79da6c79044e88297263f05f2d344b2a,B
a7d9b052e7b4165e15f5b2d071106fe0,
c5c66f455704b9c3b0eac79fbef57c7d,
1cd35cde008d67287bb821b5e69a10f9,
ee90ffa4b248781cf4cdff91af5f411d,A
60806baac446dfa1747f93e5ef435758,B
1000c3472ebca0d1791f96aa7563c82f,
9db5a30b048d9adb7224a61b5e3c0142,B
e72e2a5d18b5ab546677c753ca521b18,A
85fe26b11ae3f14ac7b48b6bc3f6bbc7,
c996a1e8ae9d8f8ddd38922b76a83f25,
d1eee655642c7208d6ca64606bee6ae7,
960030267331954c3f5980c3c3a94427,
62a95f4aa056b0ed989701f3cad54665,
04b4c061572a3be00392916fd868f998,
3e7d4efa754ffcab9aa594d88493fe0d,
45cd81d808dc4a6f9ba084df49afc17b,
cfbfc61b850a8244c4c6b559f0f6c48e,B
fd5ff51f6ee9b6a958c0af793a7cbd09,
104db448385f1a0eca623e3f77fa392d,
fead1f8523d5688082553d6022f284b0,
9cfa1170ff77278a7af23530de6e5e4b,
0e5cce22fdf47862d9cd2e926dad1e9c,
8e35e528309ef4e130f344d215ac2873,
d4d0d7615035924d891c32119b3727f0,
0da6f852681350872dbe03a22320c76a,
a24e92ff2ed8e6279eedccb179cf8e70,
1d710c9c5031943ecb3ecf9edc6c30f3,
99e403ca14ccff868471f1e731d19ef0,
e8cff64c1ee96084ea31ee91a942bc8d,
f7d6f9eb1e16432278c9cc2662df928b,A
72be04ab43ce6ca679f16ff7783b3d04,
226ad497cd9bf3b0524f0786a53c8e25,
b2bb4cbdf67f2da06d7be78214c5b27e,
808a1212eb1360746be370ae965fef2f,
ef7f9c277f4f3da8f9f74c3a26506b09,
b20605c252daf98cb2c3dc22d9f35368,
203bb66b5229aa85369bc9ace1ca4227,A
0ad259a67e586157d738796e791f9ab3,A
5961cbd4e0c1b7fc220686079ea00775,
759f1618af12574ab2825bca5d56a7f2,
40cbe6cbebd4f5d2e4f9bc01d4d6af94,
d09c4afeed01dcbc68d159049304877d,C
c320a0498d90f1052aa73b632e46ac01,B
cc5757eac0036d218d8bf5f1144dbe81,
14ebc08c30f0a606b3ed38e62787dab1,
7863c9f0994974a6e9a39328fd7c6646,
a701f5f2f504cf4b26b0a8c51558b69c,
a701f5f2f504cf4b26b0a8c51558b69c,
a701f5f2f504cf4b26b0a8c51558b69c,
a701f5f2f504cf4b26b0a8c51558b69c,
e2c1f87ef31c55ff83230e8849593bd6,
d2836c2bcf6a5f04fbe0325570d89ced,
d6b874e762eab86614033d27902713ec,
d367deff4b5bf246d58719a048be802a,
77ea6dbdfd7060488e0968e2af2ae66b,
384302e8256b268176337b9399e8d0a0,
ad74e05bd813a60567f26ce8b7b5e70b,
f2a5232399934cb7b34b63969e096b71,
2ce710fc4a2d14b41d392adf9b683f9a,B
622c4e0afa405e212099396b9cec4c22,
ef2fb9ecac97277dae584bc2f9ba5b67,A
1baf40982c66a201258a80ee54ec52da,
4ff4b7ef97e7c5061af7a434f434e386,
57423f7e2ce38d4535fbdc9524e31f32,
a2872d9b256bb940f98f8f7c6998c284,
8fcd6e8375c3bb4067f9aa3b507cbede,
6b3c575ba41eecf453cbeced94bd6fe7,C
5bc7a08de9c4377c2ed9d97c4b90d3e4,
d264b4d9b2ca4cd36c9ccb71a17c51bf,
1ac388b03f2e07c31a9aa35904588534,
bd40406de7144c7d148a04b7788aa4db,
e434ae2327eed27134633b54149125ca,
046f6afbf81c1062b3776b27b99f7c4c,
5f3059d12da0cde50b5c0a652f39acd6,
2fe8daa30cac43f6035604ef774b38b8,B
616cd158e34d17af0d15a061bef0556a,
d903a9420a5cad8481740e88c5058d9a,B
8f5a75c1686d961d1ec41d4b03b7671e,C
ebb76872646c6589ec453e88b3f9da9b,
0144bc5cd7422e0091b6122619f5527d,
16793b78d128953b32ed4eaf64910400,
c464c149ffd3be2ff296fb29bc337aaa,
8df9e9673f01538503178973da60becb,
2790826219cd2c8e924f0890dd6cd8fc,
e7d5b79078d715fe9231bfb9e42fd4bb,
fb7d812b8c4479cb77e0ef175661f0aa,
140a4f0434af6c4037c17dc5710f86bb,B
068f164f8ac24aa572926b609f8ce384,
f9d2c9344c9e0a6bcb6c04f738c1fcb8,A
46b7febeae3e68f84d1166bd2c36b9ab,
986b0557427226cb9f15a2fb49a5d5b9,A
4a556d29834a5da8b34983231138eb6e,
9ba0f33e4d8fc5d1b88f14279223d87d,C
03405c32886a568df351b6bdeb5a99fb,
a7dcd76e583115923bda1f7799988b8d,A
19d4e3d1f82abfa1a1bab4f8ed916e43,
9eeb899ed959dda809c2b5ff52c50579,
12c508b1eae4a6fa6206782dff70a620,
15577289cb09b60f364637ccacb26c01,A
942ad87c6eefba648a6b5c22b6085889,
7164cc0f03030f96f72ec54352c4155a,
888a20a25713179c3908f68e627f6f5a,
6edcaff56791beca936c4abce3305646,
7492af1c64e886bfb2e21af0016b9483,
166737a68fd3d9d2301379476fc2005a,
040ad6abe2536d4bcfc90259c4f0398c,
f3c3868e83cdd5e7815e6d9f63b4c35f,
f8aa618e8a27a22a9eff61b0c05a813e,
50fd40739bf9b63c4e34d2164321d81d,
3549f55db3eb928f73c5b52b9ab2a5ba,
c3d250991156e7cab67026f88478817d,C
5471eec3cd8fdafd7cd2ac8a3a41ff42,
eaafbe136a6062ec15f7b7c8a85eb7f2,
f562879be5033aeecbd7e945c347e38d,
843c7a8e5726271be7034affe50901de,
4fdba926397bb0063d89b509b9e062f7,
8d9fb01f1a03ec6e9d667bb29ff9b56d,
